FID,ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
0,72,PUERTO RICO,PR,Adjuntas,72001,"Adjuntas Municipio, Puerto Rico",66.689751348900003,18760.000000000000000,0.000000000000000,7673.000000000000000,143.000000000000000,6305.000000000000000,174.000000000000000,11791.000000000000000,695.000000000000000,2257.000000000000000,372.000000000000000,7124.000000000000000,652.000000000000000,4737.000000000000000,331.000000000000000,3032.000000000000000,0.000000000000000,4307.000000000000000,0.000000000000000,3861.000000000000000,341.000000000000000,956.000000000000000,149.300000000000010,18732.000000000000000,28.000000000000000,13811.000000000000000,669.500000000000000,94.000000000000000,55.899999999999999,32.000000000000000,38.000000000000000,181.000000000000000,70.299999999999997,1201.000000000000000,144.000000000000000,71.000000000000000,52.000000000000000,63.000000000000000,3.700000000000000,35.600000000000001,5.000000000000000,7124.000000000000000,652.000000000000000,37.600000000000001,2.600000000000000,16.199999999999999,0.000000000000000,23.000000000000000,0.000000000000000,20.600000000000001,1.800000000000000,15.199999999999999,2.300000000000000,99.900000000000006,0.100000000000000,77.900000000000006,3.800000000000000,1.200000000000000,0.700000000000000,0.400000000000000,0.500000000000000,2.900000000000000,1.100000000000000,19.000000000000000,2.200000000000000,0.400000000000000,0.300000000000000,0.974000000000000,0.987000000000000,0.935100000000000,0.909100000000000,3.805200000000000,1.000000000000000,0.389600000000000,0.662300000000000,0.402600000000000,0.649400000000000,2.103900000000000,0.571400000000000,0.870100000000000,0.909100000000000,1.779200000000000,0.948100000000000,0.259700000000000,0.779200000000000,0.246800000000000,0.805200000000000,0.454500000000000,2.545500000000000,0.558400000000000,10.233800000000000,0.974000000000000,1.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,1290.000000000000000,351.000000000000000,6.900000000000000,1.900000000000000,-999.000000000000000
1,72,PUERTO RICO,PR,Aguada,72003,"Aguada Municipio, Puerto Rico",30.850823550499999,40083.000000000000000,0.000000000000000,17508.000000000000000,192.000000000000000,12934.000000000000000,444.000000000000000,21828.000000000000000,1365.000000000000000,3133.000000000000000,458.000000000000000,8592.000000000000000,560.000000000000000,9710.000000000000000,589.000000000000000,6218.000000000000000,0.000000000000000,8299.000000000000000,0.000000000000000,10954.000000000000000,498.000000000000000,1557.000000000000000,256.300000000000010,38543.000000000000000,349.000000000000000,24509.000000000000000,1112.500000000000000,210.000000000000000,81.599999999999994,14.000000000000000,22.000000000000000,524.000000000000000,147.199999999999990,1973.000000000000000,271.000000000000000,90.000000000000000,76.000000000000000,54.500000000000000,3.400000000000000,21.199999999999999,2.800000000000000,8592.000000000000000,560.000000000000000,35.000000000000000,2.100000000000000,15.500000000000000,0.000000000000000,20.699999999999999,0.000000000000000,27.399999999999999,1.300000000000000,12.000000000000000,1.900000000000000,96.200000000000003,0.900000000000000,64.299999999999997,2.900000000000000,1.200000000000000,0.500000000000000,0.100000000000000,0.100000000000000,4.100000000000000,1.100000000000000,15.300000000000001,2.000000000000000,0.200000000000000,0.200000000000000,0.727300000000000,0.584400000000000,0.636400000000000,0.857100000000000,2.805200000000000,0.766200000000000,0.285700000000000,0.116900000000000,0.883100000000000,0.246800000000000,1.532500000000000,0.129900000000000,0.026000000000000,0.337700000000000,0.363600000000000,0.155800000000000,0.220800000000000,0.220800000000000,0.519500000000000,0.493500000000000,0.285700000000000,1.740300000000000,0.155800000000000,6.441600000000000,0.246800000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2177.000000000000000,534.000000000000000,5.400000000000000,1.300000000000000,-999.000000000000000
2,72,PUERTO RICO,PR,Aguadilla,72005,"Aguadilla Municipio, Puerto Rico",36.530612542900002,56893.000000000000000,0.000000000000000,27365.000000000000000,247.000000000000000,20999.000000000000000,474.000000000000000,27469.000000000000000,1268.000000000000000,4065.000000000000000,495.000000000000000,10335.000000000000000,591.000000000000000,11853.000000000000000,708.000000000000000,10579.000000000000000,0.000000000000000,12210.000000000000000,0.000000000000000,13194.000000000000000,668.000000000000000,3153.000000000000000,367.600000000000020,56183.000000000000000,235.000000000000000,31239.000000000000000,1424.400000000000100,2507.000000000000000,285.300000000000010,46.000000000000000,44.000000000000000,508.000000000000000,154.400000000000010,3854.000000000000000,344.000000000000000,1963.000000000000000,290.000000000000000,49.700000000000003,2.300000000000000,22.199999999999999,2.600000000000000,10335.000000000000000,591.000000000000000,30.199999999999999,1.800000000000000,18.600000000000001,0.000000000000000,21.500000000000000,0.000000000000000,23.899999999999999,1.200000000000000,15.000000000000000,1.700000000000000,98.799999999999997,0.400000000000000,57.799999999999997,2.600000000000000,9.199999999999999,1.000000000000000,0.200000000000000,0.200000000000000,2.400000000000000,0.700000000000000,18.399999999999999,1.600000000000000,3.500000000000000,0.500000000000000,0.519500000000000,0.662300000000000,0.298700000000000,0.584400000000000,2.064900000000000,0.545500000000000,0.766200000000000,0.298700000000000,0.688300000000000,0.597400000000000,2.350600000000000,0.779200000000000,0.103900000000000,0.090900000000000,0.194800000000000,0.026000000000000,0.870100000000000,0.428600000000000,0.103900000000000,0.740300000000000,0.987000000000000,3.129900000000000,0.844200000000000,7.740300000000000,0.571400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,3027.000000000000000,455.000000000000000,5.500000000000000,0.800000000000000,-999.000000000000000
3,72,PUERTO RICO,PR,Aguas Buenas,72007,"Aguas Buenas Municipio, Puerto Rico",30.084869383600001,27323.000000000000000,0.000000000000000,10790.000000000000000,187.000000000000000,8675.000000000000000,269.000000000000000,13814.000000000000000,1145.000000000000000,2172.000000000000000,354.000000000000000,9647.000000000000000,1711.000000000000000,6335.000000000000000,526.000000000000000,4471.000000000000000,0.000000000000000,6118.000000000000000,0.000000000000000,7292.000000000000000,481.000000000000000,1130.000000000000000,212.800000000000010,27176.000000000000000,175.000000000000000,19670.000000000000000,1137.700000000000000,163.000000000000000,104.500000000000000,0.000000000000000,25.000000000000000,277.000000000000000,118.700000000000000,1601.000000000000000,230.000000000000000,197.000000000000000,104.000000000000000,50.799999999999997,4.200000000000000,24.600000000000001,3.600000000000000,9647.000000000000000,1711.000000000000000,34.200000000000003,2.800000000000000,16.399999999999999,0.000000000000000,22.399999999999999,0.000000000000000,26.800000000000001,1.800000000000000,13.000000000000000,2.400000000000000,99.500000000000000,0.600000000000000,75.799999999999997,4.400000000000000,1.500000000000000,1.000000000000000,0.000000000000000,0.400000000000000,3.200000000000000,1.400000000000000,18.500000000000000,2.700000000000000,0.700000000000000,0.400000000000000,0.584400000000000,0.792200000000000,0.454500000000000,0.831200000000000,2.662300000000000,0.714300000000000,0.415600000000000,0.571400000000000,0.857100000000000,0.376600000000000,2.220800000000000,0.649400000000000,0.441600000000000,0.818200000000000,1.259700000000000,0.688300000000000,0.311700000000000,0.000000000000000,0.337700000000000,0.753200000000000,0.688300000000000,2.090900000000000,0.285700000000000,8.233800000000001,0.727300000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1398.000000000000000,380.000000000000000,5.100000000000000,1.400000000000000,-999.000000000000000
4,72,PUERTO RICO,PR,Aibonito,72009,"Aibonito Municipio, Puerto Rico",31.310736283699999,24438.000000000000000,0.000000000000000,9961.000000000000000,170.000000000000000,8569.000000000000000,255.000000000000000,11433.000000000000000,946.000000000000000,382.000000000000000,140.000000000000000,9262.000000000000000,530.000000000000000,4389.000000000000000,385.000000000000000,4197.000000000000000,0.000000000000000,5225.000000000000000,0.000000000000000,6404.000000000000000,436.000000000000000,1231.000000000000000,229.400000000000010,24383.000000000000000,34.000000000000000,18034.000000000000000,771.299999999999950,161.000000000000000,58.000000000000000,55.000000000000000,51.000000000000000,421.000000000000000,121.500000000000000,1334.000000000000000,218.000000000000000,24.000000000000000,14.000000000000000,46.799999999999997,3.900000000000000,6.000000000000000,2.200000000000000,9262.000000000000000,530.000000000000000,26.100000000000001,2.300000000000000,17.199999999999999,0.000000000000000,21.399999999999999,0.000000000000000,26.199999999999999,1.800000000000000,14.400000000000000,2.600000000000000,99.799999999999997,0.100000000000000,78.000000000000000,3.300000000000000,1.600000000000000,0.600000000000000,0.600000000000000,0.500000000000000,4.900000000000000,1.400000000000000,15.600000000000000,2.500000000000000,0.100000000000000,0.100000000000000,0.311700000000000,0.026000000000000,0.558400000000000,0.311700000000000,1.207800000000000,0.181800000000000,0.558400000000000,0.259700000000000,0.831200000000000,0.493500000000000,2.142900000000000,0.597400000000000,0.753200000000000,0.922100000000000,1.675300000000000,0.896100000000000,0.337700000000000,0.870100000000000,0.727300000000000,0.532500000000000,0.129900000000000,2.597400000000000,0.610400000000000,7.623400000000000,0.558400000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,572.000000000000000,183.000000000000000,2.300000000000000,0.800000000000000,-999.000000000000000
5,72,PUERTO RICO,PR,Añasco,72011,"Añasco Municipio, Puerto Rico",39.284829846999997,28250.000000000000000,0.000000000000000,12448.000000000000000,163.000000000000000,9373.000000000000000,356.000000000000000,13760.000000000000000,1049.000000000000000,1570.000000000000000,298.000000000000000,8673.000000000000000,500.000000000000000,6330.000000000000000,473.000000000000000,4972.000000000000000,0.000000000000000,5942.000000000000000,0.000000000000000,6858.000000000000000,526.000000000000000,1071.000000000000000,196.500000000000000,27839.000000000000000,178.000000000000000,19010.000000000000000,1059.900000000000100,212.000000000000000,89.099999999999994,35.000000000000000,40.000000000000000,326.000000000000000,123.700000000000000,1407.000000000000000,208.000000000000000,117.000000000000000,77.000000000000000,48.899999999999999,3.700000000000000,15.500000000000000,2.800000000000000,8673.000000000000000,500.000000000000000,32.399999999999999,2.400000000000000,17.600000000000001,0.000000000000000,21.000000000000000,0.000000000000000,24.300000000000001,1.900000000000000,11.400000000000000,2.100000000000000,98.500000000000000,0.600000000000000,70.700000000000003,3.900000000000000,1.700000000000000,0.700000000000000,0.300000000000000,0.300000000000000,3.500000000000000,1.300000000000000,15.000000000000000,2.100000000000000,0.400000000000000,0.300000000000000,0.415600000000000,0.363600000000000,0.610400000000000,0.740300000000000,2.129900000000000,0.584400000000000,0.649400000000000,0.168800000000000,0.740300000000000,0.220800000000000,1.779200000000000,0.350600000000000,0.064900000000000,0.610400000000000,0.675300000000000,0.298700000000000,0.350600000000000,0.662300000000000,0.376600000000000,0.428600000000000,0.493500000000000,2.311700000000000,0.402600000000000,6.896100000000000,0.350600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,792.000000000000000,209.000000000000000,2.800000000000000,0.700000000000000,-999.000000000000000
6,72,PUERTO RICO,PR,Arecibo,72013,"Arecibo Municipio, Puerto Rico",125.945366604000000,91096.000000000000000,0.000000000000000,41400.000000000000000,373.000000000000000,32121.000000000000000,639.000000000000000,43974.000000000000000,1738.000000000000000,5100.000000000000000,599.000000000000000,9438.000000000000000,388.000000000000000,16524.000000000000000,795.000000000000000,17353.000000000000000,0.000000000000000,18906.000000000000000,0.000000000000000,15751.000000000000000,858.000000000000000,4400.000000000000000,404.699999999999990,90756.000000000000000,127.000000000000000,55775.000000000000000,1773.200000000000000,1624.000000000000000,211.699999999999990,32.000000000000000,34.000000000000000,631.000000000000000,156.000000000000000,5859.000000000000000,404.000000000000000,1695.000000000000000,392.000000000000000,48.899999999999999,1.900000000000000,18.100000000000001,1.900000000000000,9438.000000000000000,388.000000000000000,26.199999999999999,1.300000000000000,19.000000000000000,0.000000000000000,20.800000000000001,0.000000000000000,17.500000000000000,0.900000000000000,13.699999999999999,1.200000000000000,99.599999999999994,0.100000000000000,64.400000000000006,2.000000000000000,3.900000000000000,0.500000000000000,0.100000000000000,0.100000000000000,2.000000000000000,0.500000000000000,18.199999999999999,1.300000000000000,1.900000000000000,0.400000000000000,0.415600000000000,0.480500000000000,0.519500000000000,0.324700000000000,1.740300000000000,0.415600000000000,0.805200000000000,0.142900000000000,0.233800000000000,0.441600000000000,1.623400000000000,0.207800000000000,0.558400000000000,0.350600000000000,0.909100000000000,0.441600000000000,0.753200000000000,0.220800000000000,0.026000000000000,0.714300000000000,0.909100000000000,2.623400000000000,0.649400000000000,6.896100000000000,0.363600000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,5155.000000000000000,689.000000000000000,5.700000000000000,0.800000000000000,-999.000000000000000
7,72,PUERTO RICO,PR,Arroyo,72015,"Arroyo Municipio, Puerto Rico",15.007585125300000,18778.000000000000000,0.000000000000000,8556.000000000000000,167.000000000000000,6203.000000000000000,336.000000000000000,9958.000000000000000,884.000000000000000,1112.000000000000000,299.000000000000000,7655.000000000000000,839.000000000000000,3135.000000000000000,452.000000000000000,3079.000000000000000,0.000000000000000,4512.000000000000000,0.000000000000000,4340.000000000000000,409.000000000000000,1046.000000000000000,236.400000000000010,18749.000000000000000,33.000000000000000,13246.000000000000000,890.200000000000050,136.000000000000000,94.900000000000006,57.000000000000000,53.000000000000000,285.000000000000000,128.099999999999990,1015.000000000000000,216.000000000000000,17.000000000000000,12.000000000000000,53.100000000000001,4.700000000000000,22.300000000000001,5.700000000000000,7655.000000000000000,839.000000000000000,25.199999999999999,3.600000000000000,16.399999999999999,0.000000000000000,24.000000000000000,0.000000000000000,23.100000000000001,2.200000000000000,16.899999999999999,3.700000000000000,99.799999999999997,0.200000000000000,74.700000000000003,5.000000000000000,1.600000000000000,1.100000000000000,0.700000000000000,0.600000000000000,4.600000000000000,2.000000000000000,16.399999999999999,3.500000000000000,0.100000000000000,0.100000000000000,0.688300000000000,0.688300000000000,0.818200000000000,0.285700000000000,2.480500000000000,0.675300000000000,0.415600000000000,0.857100000000000,0.597400000000000,0.883100000000000,2.753200000000000,0.974000000000000,0.857100000000000,0.792200000000000,1.649400000000000,0.870100000000000,0.324700000000000,0.896100000000000,0.636400000000000,0.571400000000000,0.103900000000000,2.532500000000000,0.545500000000000,9.415600000000000,0.896100000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,742.000000000000000,205.000000000000000,4.000000000000000,1.100000000000000,-999.000000000000000
8,72,PUERTO RICO,PR,Barceloneta,72017,"Barceloneta Municipio, Puerto Rico",18.692928329200001,24699.000000000000000,0.000000000000000,9892.000000000000000,182.000000000000000,8330.000000000000000,272.000000000000000,13083.000000000000000,1001.000000000000000,1148.000000000000000,279.000000000000000,8245.000000000000000,581.000000000000000,4306.000000000000000,449.000000000000000,4164.000000000000000,0.000000000000000,5633.000000000000000,0.000000000000000,6232.000000000000000,635.000000000000000,1119.000000000000000,230.500000000000000,24601.000000000000000,124.000000000000000,15475.000000000000000,1056.700000000000000,119.000000000000000,50.799999999999997,21.000000000000000,33.000000000000000,210.000000000000000,126.500000000000000,1188.000000000000000,196.000000000000000,36.000000000000000,38.000000000000000,53.000000000000000,4.100000000000000,17.699999999999999,4.500000000000000,8245.000000000000000,581.000000000000000,25.899999999999999,2.700000000000000,16.899999999999999,0.000000000000000,22.800000000000001,0.000000000000000,25.300000000000001,2.600000000000000,13.400000000000000,2.700000000000000,99.599999999999994,0.500000000000000,66.400000000000006,4.500000000000000,1.200000000000000,0.500000000000000,0.200000000000000,0.300000000000000,2.500000000000000,1.500000000000000,14.300000000000001,2.400000000000000,0.100000000000000,0.200000000000000,0.675300000000000,0.467500000000000,0.727300000000000,0.298700000000000,2.168800000000000,0.597400000000000,0.480500000000000,0.649400000000000,0.805200000000000,0.428600000000000,2.363600000000000,0.805200000000000,0.532500000000000,0.454500000000000,0.987000000000000,0.480500000000000,0.233800000000000,0.428600000000000,0.142900000000000,0.311700000000000,0.181800000000000,1.298700000000000,0.051900000000000,6.818200000000000,0.298700000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1219.000000000000000,370.000000000000000,4.900000000000000,1.500000000000000,-999.000000000000000
9,72,PUERTO RICO,PR,Barranquitas,72019,"Barranquitas Municipio, Puerto Rico",34.252668658200001,29548.000000000000000,0.000000000000000,11034.000000000000000,142.000000000000000,9376.000000000000000,271.000000000000000,17728.000000000000000,1006.000000000000000,629.000000000000000,161.000000000000000,7369.000000000000000,565.000000000000000,5671.000000000000000,499.000000000000000,3869.000000000000000,0.000000000000000,7308.000000000000000,0.000000000000000,7379.000000000000000,522.000000000000000,1579.000000000000000,234.199999999999990,29548.000000000000000,25.000000000000000,23031.000000000000000,1232.200000000000000,234.000000000000000,94.799999999999997,13.000000000000000,23.000000000000000,680.000000000000000,183.000000000000000,1324.000000000000000,224.000000000000000,417.000000000000000,247.000000000000000,60.700000000000003,3.300000000000000,9.199999999999999,2.300000000000000,7369.000000000000000,565.000000000000000,30.199999999999999,2.700000000000000,13.100000000000000,0.000000000000000,24.699999999999999,0.000000000000000,25.000000000000000,1.800000000000000,16.800000000000001,2.400000000000000,100.000000000000000,0.100000000000000,83.200000000000003,4.500000000000000,2.100000000000000,0.900000000000000,0.100000000000000,0.200000000000000,7.300000000000000,1.900000000000000,14.100000000000000,2.300000000000000,1.400000000000000,0.800000000000000,0.935100000000000,0.064900000000000,0.883100000000000,0.584400000000000,2.467500000000000,0.662300000000000,0.013000000000000,0.961000000000000,0.766200000000000,0.870100000000000,2.610400000000000,0.909100000000000,1.000000000000000,0.987000000000000,1.987000000000000,1.000000000000000,0.467500000000000,0.220800000000000,0.909100000000000,0.272700000000000,0.857100000000000,2.727300000000000,0.701300000000000,9.792199999999999,0.935100000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,1028.000000000000000,345.000000000000000,3.500000000000000,1.200000000000000,-999.000000000000000
